token_symbol,token_mint,protocol,venue_type,tvl_usd,volume_usd,pool_id,pool_name
USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,Orca,dex,197306.84882297003,1242.98091692363,7wozcsqbiUBgwD1TE8yRbCRZBMzZ4YAYJxgLksWNJjxZ,GBOY/USDC
USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,Orca,dex,177419.2208260991,399641.170078647,5hWJUNTtEtKmKgDXpthJXXRRmJrz5vJ7uJzrUNVdrwLg,USDC/JitoSOL
JitoSOL,J1toso1uCk3RLmjorhTtrVwY9HJ7X8V9yYac6Y7kGCPn,Orca,dex,177419.2208260991,399641.170078647,5hWJUNTtEtKmKgDXpthJXXRRmJrz5vJ7uJzrUNVdrwLg,USDC/JitoSOL
GP,31k88G5Mq7ptbRDf3AM13HAq6wRQHXHikR8hik7wPygk,Orca,dex,174012.96588677523,42550.7680150507,7YGHXMBpNLcDRLPUJfqzN79WMoh8Qniz52cNuZK6go7b,GP/USDC
USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,Orca,dex,174012.96588677523,42550.7680150507,7YGHXMBpNLcDRLPUJfqzN79WMoh8Qniz52cNuZK6go7b,GP/USDC
cbBTC,cbbtcf3aa214zXHbiAZQwf4122FBYbraNdFqgw4iMij,Orca,dex,169754.92692440317,167716.960239988,CaQLX9EYyEeSFqaV3E6wcqv4W4KYrF3PTmWdzd5v6upd,cbBTC/xBTC
xBTC,CtzPWv73Sn1dMGVU3ZtLv9yWSyUAanBni19YWDaznnkn,Orca,dex,169754.92692440317,167716.960239988,CaQLX9EYyEeSFqaV3E6wcqv4W4KYrF3PTmWdzd5v6upd,cbBTC/xBTC
SOL,So11111111111111111111111111111111111111112,Orca,dex,157310.51867598167,134571.063061972,AmXR6YeshKfnx23gQpJkktUXoGb7cAXi5hWk3w2pw1a3,SOL/RENDER
RENDER,rndrizKT3MK1iimdxRdWabcF7Zg7AR5T4nud4EkHBof,Orca,dex,157310.51867598167,134571.063061972,AmXR6YeshKfnx23gQpJkktUXoGb7cAXi5hWk3w2pw1a3,SOL/RENDER
PUMP,pumpCmXqMfrsAkQ5r49WcJnRayYRqmXz6ae8H7H9Dfn,Orca,dex,146640.36388845745,781793.291016428,4AFAkCSkSNmra64irggEFd8ZtF4WCtFe51qVaFFNBL2D,PUMP/USDC
USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,Orca,dex,146640.36388845745,781793.291016428,4AFAkCSkSNmra64irggEFd8ZtF4WCtFe51qVaFFNBL2D,PUMP/USDC
