token_symbol,token_mint,protocol,venue_type,tvl_usd,volume_usd,pool_id,pool_name
JLP,27G8MtK7VtTcCHkpASjSDdkWWYfoqT6ggEuKidVJidD4,Meteora,dex,140534.0273176236,19707.904842566964,8qs7oJiYXzNWEN4KxS1HfthVA1SkyfWzk1WTxb8Qv2Y6,JLP-SOL
SOL,So11111111111111111111111111111111111111112,Meteora,dex,140534.0273176236,19707.904842566964,8qs7oJiYXzNWEN4KxS1HfthVA1SkyfWzk1WTxb8Qv2Y6,JLP-SOL
SOL,So11111111111111111111111111111111111111112,Meteora,dex,140249.4088135373,1265121.9152289918,3potGhhaNyzvCNq1CGh2wLbZLLMjpdPtG1Hpj8q2DDVR,ETH-SOL
ETH,7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs,Meteora,dex,140249.4088135373,1265121.9152289918,3potGhhaNyzvCNq1CGh2wLbZLLMjpdPtG1Hpj8q2DDVR,ETH-SOL
SOL,So11111111111111111111111111111111111111112,Meteora,dex,139071.39935061484,3568.0242122507466,Gis8fU4MutdDa6tHCouMV5Xfgo7hER2fKQWG3v9aQ16U,FLUID-SOL
FLUID,DuEy8wWrzCUun5ZbbG9hkVqXqqicpTQw8gB7nEAzpCHQ,Meteora,dex,139071.39935061484,3568.0242122507466,Gis8fU4MutdDa6tHCouMV5Xfgo7hER2fKQWG3v9aQ16U,FLUID-SOL
USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,Meteora,dex,135887.0158869217,1013860.6119968996,3fUj4dDSwgpJuzriE32KsgmGGowKNZpnt7T9AD1noZrV,WBTC-USDC
WBTC,3NZ9JMVBmGAqocybic2c7LQCJScmgsAZ6vQqTDzcqmJh,Meteora,dex,135887.0158869217,1013860.6119968996,3fUj4dDSwgpJuzriE32KsgmGGowKNZpnt7T9AD1noZrV,WBTC-USDC
STRK,HsRpHQn6VbyMs5b5j5SV6xQ2VvpvvCCzu19GjytVSCoz,Meteora,dex,129102.3452574385,4268.712426272248,Eq9tFRMHQ2y7pu9Cp1J8WfQMtQWxCm6KqG3E8XqHAxUg,STRK-USDC
USDC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,Meteora,dex,129102.3452574385,4268.712426272248,Eq9tFRMHQ2y7pu9Cp1J8WfQMtQWxCm6KqG3E8XqHAxUg,STRK-USDC
SOL,So11111111111111111111111111111111111111112,Meteora,dex,123668.60422172314,67456.53369161897,ptVzGfsAqXSqdmkQ2AmxSjbHxp4PL38oSajfSitRgwR,testicle-SOL
testicle,4TyZGqRLG3VcHTGMcLBoPUmqYitMVojXinAmkL8xpump,Meteora,dex,123668.60422172314,67456.53369161897,ptVzGfsAqXSqdmkQ2AmxSjbHxp4PL38oSajfSitRgwR,testicle-SOL
SOL,So11111111111111111111111111111111111111112,Meteora,dex,119053.67736701587,978781.0635445628,4kdxjt8pKEW4qV4ji4HANixwswDJw3Egn8L4x2BEWQqT,WBTC-SOL
WBTC,3NZ9JMVBmGAqocybic2c7LQCJScmgsAZ6vQqTDzcqmJh,Meteora,dex,119053.67736701587,978781.0635445628,4kdxjt8pKEW4qV4ji4HANixwswDJw3Egn8L4x2BEWQqT,WBTC-SOL
STRK,HsRpHQn6VbyMs5b5j5SV6xQ2VvpvvCCzu19GjytVSCoz,Meteora,dex,115417.87984431768,12853.237429665403,AqqQuXtFzNHrJ8vWfemRipANptDvviB42C3gf3nR3z9J,STRK-SOL
SOL,So11111111111111111111111111111111111111112,Meteora,dex,115417.87984431768,12853.237429665403,AqqQuXtFzNHrJ8vWfemRipANptDvviB42C3gf3nR3z9J,STRK-SOL
